id,name,numAttendees,startAt,endAt,start_date
269431,Buff Lucario Tourney,4,1612128600,1612132200,1/31/2021
269733,BDC Revival 18 (Season 2),9,1612126800,1612134000,1/31/2021
268325,LoD's Ring of Chaos #1,38,1612126800,1612134000,1/31/2021
268312,SD Sundays Online #15,36,1612123200,1612137600,1/31/2021
267770,Neon City #3,10,1612123200,1612137600,1/31/2021
269433,SAHS Year 2 Season 1 Doubles #3,10,1612119600,1612130400,1/31/2021
269061,AeRo's SSBU Tournament (Third Parties Only!),34,1612116000,1612134000,1/31/2021
265577,Hocus Pocus V,36,1612116000,1612137600,1/31/2021
268230,Masher's Clash 1st of Winter 2021,11,1612112400,1612116000,1/31/2021
269536,Shinra's Sunday Series,29,1612110600,1612132800,1/31/2021
267700,The Pikmin Fumbles #1 - Doctor Mario only,15,1612108800,1612123200,1/31/2021
268744,Blue Smash #10,11,1612106400,1612121400,1/31/2021
267332,Poro Championship 2v2,44,1612105200,1612133940,1/31/2021
268707,Lockdown #90,113,1612101600,1612123200,1/31/2021
267122,zzz Impulse,81,1612101600,1612123200,1/31/2021
266305,UNLOCK Series 1: Super Smash Bros. Ultimate,45,1612098000,1612123200,1/31/2021
269325,AHS Internes PR Turnier 5,12,1612098000,1612116000,1/31/2021
268649,Halmstad Heavys #35,9,1612098000,1612116000,1/31/2021
269664,HuBdies n°57,5,1612096200,1612110600,1/31/2021
268662,<U+66B4><U+7A81><U+62F3>!<U+6D4E><U+5357>smash S0<U+8D5B><U+5B63>,9,1612094460,1612101600,1/31/2021
269171,Skaraborg Online Weekly #18,7,1612094400,1612112400,1/31/2021
269091,Battle In Beijing #13,19,1612081800,1612108560,1/31/2021
269572,Smashlink (64),15,1612078200,1612097940,1/31/2021
265315,AEL Clubs 2021 | Townsville Jan 31,10,1612065600,1612096440,1/31/2021
264533,Debo's Sub Tourney 5,50,1612065600,1612076400,1/31/2021
269580,No Rest Late Night Wifi 61,89,1612065600,1612080000,1/31/2021
269626,1UP Qin Smash Club January Monthly competition,10,1612065600,1612090800,1/31/2021
269074,CWA Wifi Weekly #42,17,1612062000,1612072800,1/31/2021
268991,The Smash Dungeon #20,25,1612060200,1612069260,1/31/2021
269167,Houston eSports Smash # 13,6,1612058400,1612069200,1/31/2021
267430,DOT Series 8,29,1612058400,1612076400,1/31/2021
268107,N64Josh Monthly Smash,66,1612054800,1612076400,1/31/2021
268702,OR Hype Weekly #5,25,1612054800,1612067400,1/31/2021
269265,BYU-I Smash Official,5,1612054800,1612062000,1/31/2021
267616,Rocky Ruckus Series #2,4,1612054800,1612072740,1/31/2021
268368,Forbidden Vibe Weekly #6,39,1612054800,1612087200,1/31/2021
268459,Below The Waves Sub Tournament ($ prizes),2,1612054800,1612069140,1/31/2021
268558,Con-Man Doubles!!,14,1612054800,1612119600,1/31/2021
269154,Astro Horizon's Smash Warriors (Doubles) #3,32,1612054800,1612112400,1/31/2021
268684,"Ready, Set, Smash! 15",26,1612054800,1612067400,1/31/2021
268105,MGA WarmUp #3,27,1612053000,1612069200,1/31/2021
265678,Lol,NA,1612051260,1612065600,1/31/2021
266058,DHS Super Smash Bros Ultimate Tourney (Singles) #1,7,1612051200,1612062000,1/31/2021
268355,The Tython Games #6,19,1612051200,1612065600,1/31/2021
269416,Smash Class Online #18,15,1612051200,1612065600,1/31/2021
267310,Tech Time Wifi Smash Saturday 1/30/21,40,1612051200,1612062000,1/31/2021
259990,Log's Nightmare #3,19,1612051200,1612071000,1/31/2021
268135,Smash Ultimate No. 2,7,1612051200,1612065600,1/31/2021
264223,Broke Ass Smash #2,17,1612051200,1612080000,1/31/2021
269291,El torneo de dobles pq Oreo se aburrió ($20 prize pot),28,1612051200,1612072740,1/31/2021
262679,The Underground Series #1,43,1612051200,1612072740,1/31/2021
266921,Trials of Smash S3 T2,35,1612051200,1612069200,1/31/2021
268266,Spiral Showdown - Banjocord Invitational,10,1612050300,1612056600,1/30/2021
267034,Garlic Pastry #1,NA,1612049400,1612058400,1/30/2021
266826,Yoshean MONTHLY #13! - Season 2 #1 (Ultimate LIVE #18),28,1612049400,1612067400,1/30/2021
268773,SSGC #7,14,1612047600,1612072860,1/30/2021
268544,FKG Weekly #4 (30$ POT),40,1612047600,1612069200,1/30/2021
268804,Northern Smash S2 #3,12,1612047600,1612083540,1/30/2021
264499,Byte or Flight 2: An 8BitMan Subscriber Event! ($300 Prize Pool),69,1612047600,1612069140,1/30/2021
264548,Motown Rumble #2,1,1612047600,1612062000,1/30/2021
268513,Wellington Ranbats 31/01/2021,50,1612047600,1612069200,1/30/2021
268636,False Saga,70,1612047600,1612069200,1/30/2021
268851,($30 PRIZE POOL) Wario's Smash Down 2020 week #36,333,1612047600,1612072800,1/30/2021
269062,($30 PRIZE POOL / 5:30PM EST!!!) The Creatures Cup: The Rise: Part 5,68,1612045800,1612069140,1/30/2021
268159,Skyworld Smash Saturdays #17,5,1612044000,1612054800,1/30/2021
267457,The Host Up Invitational: Powered by GameTime,64,1612044000,1612065600,1/30/2021
269222,The Silent Series #18,15,1612044000,1612069200,1/30/2021
265245,The Burning Peak,10,1612044000,1612051200,1/30/2021
268012,Make A Run For It 14,146,1612044000,1612087200,1/30/2021
264229,Off The Chain | Monthly 1 ($10 Prize Pool),29,1612042200,1612058400,1/30/2021
268515,Celestial Peak #1,22,1612040400,1612076340,1/30/2021
268524,Hell Gates: Torneo de Novatos #2,7,1612040400,1612051200,1/30/2021
268607,Fight To The Finish Ultra #31 ft. Doubles [SEASON 3 PREMIERE],142,1612040400,1612068900,1/30/2021
268987,Poyo cool tournament,7,1612040400,1612051140,1/30/2021
268692,Deadlocked presents: Locked Down #5 ($30 prize pool),43,1612040400,1612065540,1/30/2021
267810,Luck of the Sea IV,51,1612036800,1612058400,1/30/2021
263598,Capitol City Smash Fest,1,1612036800,1612062000,1/30/2021
268782,CRS2 Hidden in Plain Sight,15,1612036800,1612051200,1/30/2021
269333,Stockless Online #1 - SHIELD Angoulême,9,1612036800,1612094400,1/30/2021
268990,BOWU x SSBE #20,29,1612036800,1612054800,1/30/2021
263249,Run the Ropes 5! - Smash Ultimate Weight-Class Brackets,52,1612036800,1612062000,1/30/2021
269204,ÑWS Rey de Reyes,8,1612036800,1612072740,1/30/2021
268564,Calculated Mashing #34,36,1612036800,1612079940,1/30/2021
268456,Good Games Monthly - January 2021,NA,1612035000,1612062900,1/30/2021
266738,Singles Night S1-2,27,1612033200,1612044000,1/30/2021
269432,SAHS Year 2 Season 1 Singles #5,22,1612033200,1612044000,1/30/2021
268574,The Smash Syndicate | Series 3 | #23,35,1612033200,1612134000,1/30/2021
269038,S@PS 105,34,1612033200,1612054800,1/30/2021
266149,UBA #6,10,1612033200,1612045200,1/30/2021
268844,Abyss Smash - Exposition,16,1612033200,1612051200,1/30/2021
268975,Smash-A-Bunga #20,27,1612033200,1612051200,1/30/2021
267902,CW $100 TOURNAMENT,90,1612033200,1612054800,1/30/2021
267940,Chill 'n' Smash #1: Revival,34,1612033200,1612047600,1/30/2021
266763,EON @ Online [Monthly #1],29,1612033200,1612069140,1/30/2021
268925,The Give Me Money Tourney,0,1612030260,1612113060,1/30/2021
267485,Clash @ Kars' 14,27,1612029600,1612051140,1/30/2021
268938,Sanctuary Saturday # 1,50,1612029600,1612060200,1/30/2021
269488,The Legends Tournament #1,7,1612029600,1612051200,1/30/2021
267555,Baianos Showdown #2,32,1612029600,1612060200,1/30/2021
267762,GoldenHero's Tourney,20,1612029600,1612047600,1/30/2021
267951,SBU Weeks of Welcome: Smash Bros Ultimate Tournament Spring 2021,9,1612029600,1612040400,1/30/2021
250802,Arguleague 1: Premiere,44,1612029600,1612072740,1/30/2021
268878,Cerulean Showdown [SPECIAL]: Doubles 4,46,1612029600,1612051140,1/30/2021
268954,Clash @ Kars' 15,46,1612029600,1612051140,1/30/2021
268416,Ultimate Karts & Chill,16,1612027800,1612040400,1/30/2021
269500,Eurat.gg Smash Ultimate Series #1 Top 16,NA,1612026000,1612040400,1/30/2021
268257,EMERGENCY! S3 FINALE - CONTROLLER/CASH PRIZES!!!,19,1612026000,1612054800,1/30/2021
268755,B-Town Beatdown Online 7,21,1612026000,1612062000,1/30/2021
266347,Triangle Fraternity Charity Smash,26,1612022400,1612062000,1/30/2021
265047,Rebellion Junior,38,1612018800,1612033200,1/30/2021
263465,SOuRNOIS #3,33,1612015200,1612035900,1/30/2021
269110,The Pit! #11,16,1612015200,1612031400,1/30/2021
268422,Smash Oasis - Weeklies #18 ($30 PrizePool),30,1612011600,1612041120,1/30/2021
263011,Low Tier Tournament,78,1612011600,1612026000,1/30/2021
269367,Eurat.gg Smash Ultimate Series #1,64,1612008000,1612040400,1/30/2021
261813,Girls Tourney Germany,20,1612006200,1612036200,1/30/2021
265939,Issysito & Richard Present: Richard's Fightclub: Trappin Edition.,42,1612001400,1612080600,1/30/2021
269498,PMT's Ultimate tournament #24,24,1612000800,1612062000,1/30/2021
268194,Amoy Smash #5,14,1611999000,1612020600,1/30/2021
269395,AOT Weekly 51,34,1611991800,1612006200,1/30/2021
269440,SmashHai Weekly #4,23,1611986400,1612010400,1/30/2021
267568,Milkyway Tournament III,31,1611972000,1611979200,1/30/2021
269210,The Revival of The Boredom,12,1611972000,1611990000,1/30/2021
268500,Survival of Kin #42,14,1611972000,1611993540,1/30/2021
267396,Fight On(line)! USC Ultimate Monthlies #4,27,1611972000,1611990000,1/30/2021
268148,Get Smashed Wifi #14,40,1611972000,1612036800,1/30/2021
268584,Early Shoots,29,1611972000,1611981000,1/30/2021
269360,Zain Weekly #39: Bad Time,30,1611970200,1611975600,1/30/2021
268691,NTDO 2021 FS Tournament #1,4,1611970200,1611984600,1/30/2021
268771,Battle For Glory Weekly #4,17,1611970200,1611981000,1/30/2021
267955,Smash Art Online #38,25,1611969000,1611982740,1/30/2021
268289,The Final Smash 2 (Top 3 Payout),98,1611968400,1611993300,1/30/2021
266456,The Nerd Room 3,10,1611968400,1612069200,1/30/2021
268561,The Den 17,27,1611968400,1612033200,1/30/2021
267672,Oatmeal Crème Pie Fight,42,1611968400,1611979200,1/30/2021
267749,12G WiFi Series: The HighLife #1,12,1611968400,1611989940,1/30/2021
269025,Sweaty Smash,13,1611968400,1611979200,1/30/2021
269042,Tech Those #21,13,1611966600,1611981000,1/30/2021
269019,<U+0001F171><U+FE0F>ruh <U+0001F171><U+FE0F>ridays 7: randoms!!!!,7,1611966600,1611982740,1/30/2021
268314,Jumpmans elite four,6,1611966600,1611970200,1/30/2021
268935,Friday Night Netplay #38,53,1611966600,1611986340,1/30/2021
268277,Friday Night Fights #49,19,1611964800,1611982740,1/30/2021
268104,CUP Smash #10 ($100 Prize Pool),123,1611964800,1611986400,1/30/2021
268062,$10 Glue Eater Weekly #4,20,1611964800,1611982800,1/30/2021
266917,SSBU TG Doubles #6,24,1611964800,1611982800,1/30/2021
268587,Finals Friday #5,3,1611964800,1611979200,1/30/2021
269172,Pog Town Singles,1,1611964800,1611982800,1/30/2021
266869,ICCS Online: Lag Exams,64,1611964800,1612072740,1/30/2021
269287,TVSeries | Friday 1/29/21 | Season 9 Ep.72,26,1611964800,1611979620,1/30/2021
267031,Kream Kup January Bi-Monthly! ($35 Prize Pool),26,1611964800,1611990000,1/30/2021
265743,BG Battle Grounds - Spring 2021 - 3,24,1611963000,1611982740,1/29/2021
268482,Quarantine Quarrel #21,27,1611963000,1611982740,1/29/2021
268830,Davenport In-House Invitational #1,8,1611963000,1611977400,1/29/2021
268071,Brock Smash Meet #109,14,1611961200,1611982500,1/29/2021
269249,Crew´s Madness #8 (CSC.ESCOM),29,1611961200,1611986340,1/29/2021
269372,Tiso Cup #12,48,1611961200,1611975540,1/29/2021
269269,Smash Dimensions XL,45,1611961200,1612047600,1/29/2021
269292,Smack Weekly 32,13,1611961200,1611990720,1/29/2021
267707,Super Smash Homies #18: SICK of these puns,34,1611961200,1612051200,1/29/2021
268517,Smash ACE #13,64,1611961200,1611975600,1/29/2021
268753,KUSARI'S EPIC SWAG TOURNAMENT #2,2,1611961200,1611993540,1/29/2021
268623,Galaxy Gambit x Collision #7 - $100 Prize,492,1611961200,1611981000,1/29/2021
268023,Kent Combo Online #11,102,1611959400,1611982740,1/29/2021
264897,Street Smash Online Season 3 #1,10,1611959400,1611973800,1/29/2021
269125,UD Smash Club 2021 Baybeeeee,11,1611957600,1611972000,1/29/2021
268947,Three D'airs to the Wind Online Series #2,15,1611957600,1611975600,1/29/2021
269344,FNF 6.26,4,1611957600,1611986400,1/29/2021
265609,QuitYourFriendliesVCU Online #1,23,1611957600,1611982740,1/29/2021
269142,Friday Night Fight Club #5!(Featuring Doubles),24,1611957600,1612044000,1/29/2021
268555,WI High School Smash Clash #7,10,1611957600,1612058400,1/29/2021
269018,~Beerded Tangle 4~,15,1611956700,1611975600,1/29/2021
268685,Dawn Smash #5,27,1611955800,1612018800,1/29/2021
269252,Semanal Sigad On-line #4,17,1611954000,1611972000,1/29/2021
268110,Project A #6,9,1611954000,1611974700,1/29/2021
267150,Cynical Showdown VII,23,1611954000,1612069140,1/29/2021
268781,CN:B-Airs #261,24,1611954000,1611978840,1/29/2021
266252,Hit the Lab #1,43,1611954000,1611982800,1/29/2021
268441,Lords of Smash 3,24,1611950400,1611993600,1/29/2021
266260,Esports Apple Cup,59,1611950400,1612079940,1/29/2021
269363,Warriors of Smash Weekly #1,1,1611950400,1612040400,1/29/2021
268891,Dashdances! #4 - Saison 2,65,1611948600,1611968400,1/29/2021
264855,Crown Smash League: January Edition,32,1611946800,1611964800,1/29/2021
266922,Smash Overseas S3 T2,23,1611946800,1611968400,1/29/2021
266401,FOXXON-LINE S1E1,34,1611945000,1611961140,1/29/2021
265255,WWE: Woe-Koe-Roooooe,22,1611943200,1611955800,1/29/2021
269106,Southampton Smackdown #5,31,1611943200,1611968400,1/29/2021
268272,Burning Round Bout V5,10,1611943200,1611956280,1/29/2021
269300,Ducato WiFi Arena Winter Split - XII,19,1611941400,1611959400,1/29/2021
268677,Smash and Chill #10,26,1611939600,1612102740,1/29/2021
268217,RiyadhSmashers 69 - ESportTent <U+0646><U+0633><U+0645><U+0634> <U+0628><U+062D><U+0630><U+0631>,42,1611932400,1611953880,1/29/2021
238314,Coolshop GGW 2021 - FGC Events - Cancelled,106,1611925200,1612090800,1/29/2021
258229,PTS S3 Masters,2,1611921600,1612022400,1/29/2021
253726,PTS S3 Open #4 <U+771F><U+65B0><U+9547><U+5927><U+4E71><U+6597><U+7B2C>3<U+8D5B><U+5B63> <U+5F00><U+653E><U+8D5B>#4,37,1611921600,1612022400,1/29/2021
268423,<U+7FA4><U+96C4><U+4E89><U+9F0E>(Top Hegemony) #0,4,1611914400,1611932400,1/29/2021
269224,Love To See It Fridays #10,27,1611903600,1611925200,1/29/2021
268001,Friday Night Smash 246,48,1611903600,1611925200,1/29/2021
267916,Tourney of The Ages: Revival,10,1611900000,1612072800,1/29/2021
268484,Escape from Lylat #4,43,1611885600,1611903600,1/29/2021
268750,Smash Ultimate @ UCI Online #31,29,1611885600,1611907140,1/29/2021
268634,Warlock Weeklie #24,104,1611882900,1611900000,1/29/2021
268329,Thirsty Thursday,38,1611882000,1611900000,1/29/2021
266955,[$30 USD] BURST: Serie Quincenal #3,109,1611882000,1611899880,1/29/2021
259031,Basement Brawlers #5,20,1611882000,1611896400,1/29/2021
264968,Texoma eSports Presents: The Meg 2,17,1611882000,1611899940,1/29/2021
268671,The Indoor Pit #38,35,1611880200,1611896400,1/29/2021
268785,DNA.exe: Ultimate Season 9 Week 4,63,1611880200,1611894600,1/29/2021
268529,Super Smash Broskis Weeklies #7,12,1611880200,1611943200,1/29/2021
268881,Tech Chase #5,20,1611880200,1611899940,1/29/2021
269048,WiFight Ultimate #75,15,1611878700,1611939900,1/29/2021
268560,UMassD Spring 2021 #1,12,1611878400,1611896340,1/29/2021
268831,No Style Weekly #3,26,1611878400,1611885600,1/29/2021
265099,Hats Off To Ya'! #11,60,1611878400,1611903600,1/29/2021
268627,Thursday Night Doubles #30,69,1611878400,1611896340,1/29/2021
268706,Jeremy's Hell Tourney 6,13,1611878400,1611889200,1/29/2021
268799,Spike City #40,28,1611878400,1611892800,1/29/2021
269075,Ultimate Final Gambit #59,46,1611878400,1611892500,1/29/2021
268547,Mixteco: Oruga de Wall Street,51,1611878400,1611899940,1/29/2021
269188,Juniata Thursday Weekly #1,11,1611878400,1611889200,1/29/2021
268566,Shell Shocked Season 3 Invitational,16,1611878400,1611896400,1/29/2021
269196,VGC Super Smash Bros Ultimate Tournament 1/28/21,10,1611878400,1611892800,1/29/2021
267738,AWG Winter Split 2021 - Tournament #3 (Weekly #6),38,1611876600,1611896100,1/28/2021
269024,Power Bomb Fusion: 22,8,1611876600,1611892800,1/28/2021
268334,Fight Night 14,13,1611874800,1611885600,1/28/2021
267947,[$110 Prize Pool] TNS: Pandemic Monthly #7,215,1611874800,1611896340,1/28/2021
267915,LagSpike 44 - $150 Prize Pool + crowdfunding,169,1611874800,1611892800,1/28/2021
268543,4o4 Ultimate Weekly XLII: $125 POT BONUS!,40,1611871200,1611894600,1/28/2021
269095,Buin Saga #5,31,1611867600,1611882000,1/28/2021
266788,Target Test,98,1611867600,1611882000,1/28/2021
269127,THE QUICKES,NA,1611864900,1611951180,1/28/2021
268900,Learn to SMASH! #11,12,1611860400,1611871200,1/28/2021
268679,The Grinder's Guild #25,51,1611858600,1611871200,1/28/2021
268795,Smash @ Respawn Wifi Edition #20,12,1611856800,1611871200,1/28/2021
268746,Gamers 2nd monthly tournamet,0,1611856800,1612054800,1/28/2021
268877,SBIT Online 93,25,1611853200,1611874740,1/28/2021
268236,Dortmund Smashed Corona #02,47,1611853200,1611874500,1/28/2021
264976,AEL Clubs 2021 | Norths Jan 28,11,1611820800,1611838320,1/28/2021
265152,AEL Clubs 2021 | Wollongong Jan 28,38,1611819000,1611836640,1/28/2021
267858,Roadside Rumble #36,10,1611813600,1611828000,1/28/2021
264599,GVP FGC Thursday Night Battles #31,20,1611811800,1611831600,1/28/2021
268403,WNF x NorCal Online: Episode 45,73,1611799200,1611817200,1/28/2021
268659,Ultimate Shockwave -Online- 41,105,1611799200,1611813540,1/28/2021
268367,Last Stock Wifi Weekly #41,39,1611799200,1611903600,1/28/2021
268672,Smashing Legends #230,112,1611797400,1611809940,1/28/2021
267693,CommanderFluffs' Weekly Strike #3,21,1611796500,1611808200,1/28/2021
267949,UB Smash Winter 2021 ONLINE #4,12,1611795600,1611856500,1/28/2021
268805,"Honor Saga Crew Qualifiers: Little Mac, Lucario, Lucina",23,1611795600,1611856800,1/28/2021
268837,TOOM #3.5 - $5 Prize - A Chicago / Midwest Ultimate Weekly,17,1611793800,1611813540,1/28/2021
265603,Smash Dawgs January Monthly,14,1611793800,1611806400,1/28/2021
268282,Wayne Warrior Wednesdays #13,18,1611792600,1611806400,1/28/2021
268124,SMAK the Bug #41,23,1611792000,1611809940,1/28/2021
268342,Boohbah Bash S3 E3: Time Flushed Away,22,1611792000,1611878400,1/28/2021
268763,Frozen Fight Night #2 [$10],55,1611792000,1611811800,1/28/2021
268643,Deep Sea Expedition,31,1611792000,1611900000,1/28/2021
266891,XeNOwifi 46,69,1611792000,1611809940,1/28/2021
267227,Lost Woods Tournament #4,99,1611792000,1611817140,1/28/2021
268454,Mute MashUp,9,1611792000,1611810000,1/28/2021
268338,Quarantainment 46,76,1611792000,1611806400,1/28/2021
268152,Kookus and the Milkshake Machine 33,102,1611790200,1611809940,1/27/2021
267664,The Box: Lunch Box #8,416,1611788400,1611813600,1/27/2021
268761,K Rool Galleon #3,38,1611786000,1611802800,1/27/2021
268723,Wx4 #43,100,1611784800,1611799200,1/27/2021
268905,ODT Weekly #30,24,1611781200,1611806400,1/27/2021
268450,The Tilted Weekly S3 #4,74,1611776100,1611788340,1/27/2021
264547,Charlottetown Bar Fights : New Era,20,1611774000,1611799200,1/27/2021
268678,Local Legends of Bradford! #26,9,1611774000,1611784800,1/27/2021
268536,European Bootcamp #120,102,1611770400,1611784500,1/27/2021
268542,Lockdown #89,64,1611768600,1611786600,1/27/2021
268430,SOB I 2021,11,1611766800,1611788340,1/27/2021
267284,CAMPAGNE BDE LEAKS,0,1611750600,1611766800,1/27/2021
268242,Smashfest - 27th Jan 2021,70,1611741600,1611759600,1/27/2021
268811,AOT Weekly 50,28,1611732600,1611747000,1/27/2021
268198,Ms Bartronica Smash Geelong #2,12,1611730800,1611748800,1/27/2021
268615,Ultimate Pop-off Village #48,34,1611730800,1611748800,1/27/2021
268400,Telmo Tuesdays #28 - $50 Prize Pool - FREE to enter!,110,1611716400,1611734400,1/27/2021
266295,Paradox Series #1,52,1611712860,1611734400,1/27/2021
268106,Sumidero Relampago Online 35,121,1611712800,1611723600,1/27/2021
268533,LAN King COVID Test Tournament,14,1611709200,1611730500,1/27/2021
268079,$100 1v1 Jan 26th Smash Bros Ultimate GameWorks Quick Hits Online Series,84,1611709200,1611734340,1/27/2021
268393,Mega Drive in Your House #46,28,1611707400,1611802800,1/27/2021
268586,Take The L Tuesday #92,70,1611707400,1611730800,1/27/2021
268131,"Popacho Online 41.0 ""Circuito Interior""",56,1611705600,1611723600,1/27/2021
268275,Too Much WiFi #21,25,1611705600,1611720000,1/27/2021
267550,Speed Smash #4 $30 Pot Bonus (Doubled at 64+ Entrants),33,1611705600,1611723540,1/27/2021
267948,PT Reverse Mains #2,61,1611705600,1611730800,1/27/2021
268318,Premier Series @ DBG #9,27,1611705600,1611716400,1/27/2021
268167,Baecation Online #7,69,1611703800,1611723540,1/26/2021
267991,Smash Parmesan #33 - Smash Ultimate Weekly presented by 1Life2Play,0,1611702000,1611716400,1/26/2021
267533,Ultimate @ Xanadu Online 390,457,1611702000,1611720000,1/26/2021
267566,Smash Vros Weekly #9,19,1611702000,1611716400,1/26/2021
268151,Rex Baron Boca 19,24,1611702000,1611720000,1/26/2021
268274,Radiant Saga #40,77,1611700500,1611720000,1/26/2021
262851,BLG Smash Tarn #9,7,1611694800,1611723600,1/26/2021
266692,SBO Doubles #2 - Powered by Press Start Energy,83,1611694800,1611720000,1/26/2021
267980,SMASH IS WAR #1 - TORNEO INVITACIONAL,8,1611691200,1611712800,1/26/2021
268243,Break Your Shield Weekly RIP la numerotation,44,1611690000,1611749100,1/26/2021
268490,THS: Meal Deal #11,42,1611687600,1611702000,1/26/2021
267674,On The Grind #42 (EU),148,1611676800,1611698400,1/26/2021
267665,Pixel SMASH #74,32,1611648000,1611662400,1/26/2021
268613,Nintendo Servers are Dumb (Pot $10),17,1611631800,1611640740,1/26/2021
268347,Wifi WGA Colosseum 16,24,1611628200,1611639000,1/26/2021
261986,Smash Ultimate Online: West Coast,33,1611626400,1611644340,1/26/2021
268019,KPU Weekly #76,19,1611626400,1611640800,1/26/2021
267219,Lunar Monday #3,44,1611622800,1611633600,1/26/2021
267447,Mega Smash Mondays Online 39,732,1611622800,1611644400,1/26/2021
268388,"Honor Saga Crew Qualifiers: K Rool, Kirby & Link",32,1611622800,1611640740,1/26/2021
267263,TOOM #3 [CANCELLED] - $5 Prize - A Chicago / Midwest Ultimate Weekly,35,1611621000,1611640740,1/26/2021
268384,Fusion.exe: The Weekly #59,100,1611621000,1611635400,1/26/2021
267222,WiFN Immortal Fight Night #42,41,1611617400,1611636900,1/25/2021
268212,Bakin's Banana Brawl #7,30,1611615600,1611633600,1/25/2021
261982,Smash Ultimate Online: East Coast,55,1611615600,1611640200,1/25/2021
266810,WI High School Smash Clash #6 - Trying Monday,13,1611612000,1611716400,1/25/2021
268177,Money Match Mondays,19,1611608400,1611615600,1/25/2021
268487,Torneo express del tekaren,46,1611608400,1611629760,1/25/2021
268155,Coupe Carapuce #26,66,1611605700,1611651600,1/25/2021
268401,Pasadena Smash-off #5,10,1611601260,1611606600,1/25/2021
267677,Gear Up #4,22,1611601200,1611612000,1/25/2021
268147,Cerulean Showdown #82: Monkeying Around (INVITATIONAL SERIES 7/8),83,1611601200,1611619140,1/25/2021
267346,Earthquake #70 (Cancelled Event),151,1611597660,1611640740,1/25/2021
267513,Smash @ Miz's WiFi #29,45,1611594000,1611612000,1/25/2021
268193,IDK arena: Tourney tourney,13,1611590760,1612136100,1/25/2021
267492,(s1) Final fate 2#,17,1611576060,1611581520,1/25/2021
267845,The SAUCE #7,16,1611561600,1611579540,1/25/2021
267591,Change Your Fate #11 PNW Only,39,1611543600,1611561540,1/25/2021
267728,Below The Waves #10 (10$ USD),54,1611536400,1611550740,1/25/2021
267143,Smash Station #180,65,1611536400,1611554400,1/25/2021
267466,First Take Callback Weekly - S2E7,36,1611536400,1611550800,1/25/2021
267758,Sundown #4,49,1611536400,1611554340,1/25/2021
266941,"Mom, Unplug the Router! #14",23,1611534600,1611552600,1/25/2021
267450,Meta Arena Smash!,45,1611532800,1611550800,1/25/2021
268252,Mabel Mini #2,17,1611532800,1611550740,1/25/2021
267324,Pixel Perfect #5 ($30 Prize Pool),60,1611532800,1611550740,1/25/2021
268221,Slime Sunday 18,10,1611532800,1611540000,1/25/2021
267163,Team Eminence Take Over #5,33,1611531000,1611558000,1/24/2021
267417,Chuck's Playground #33,73,1611529200,1611554460,1/24/2021
268098,Knights of Smash #33 ($30 Prize Pool),189,1611529200,1611597660,1/24/2021
267709,Plant Gang S2 #3 (Echo Fighters Only),13,1611529200,1611538200,1/24/2021
265172,Block n' Chain #5 ($100-$1000 Prize Pool,29,1611529200,1611529500,1/24/2021
265639,Night of the Dancing Blades,12,1611529200,1611543600,1/24/2021
266452,Super Smash Skootish,10,1611529200,1611547140,1/24/2021
267177,Garbage Can 4,14,1611529200,1611547200,1/24/2021
267389,Main Factor Sessions ($100.00 USD Pot),222,1611529200,1611550800,1/24/2021
268288,NASTY ZARD'S POKEMON LEAUGE,8,1611529200,1611554340,1/24/2021
266366,Dartmouth Smash + Champlain Smash Collaboration,12,1611529200,1611543600,1/24/2021
267587,Training Grounds #23 - Online,10,1611527400,1611543600,1/24/2021
266792,Liga Sanjo Season 2,15,1611527400,1611541800,1/24/2021
267287,I Don't Want No Scrubs 15,75,1611525600,1611550740,1/24/2021
267500,Router? I Hardly Know'er! Glitch in the Matrix,18,1611525600,1611547200,1/24/2021
268144,SuckerPunch #3,4,1611525600,1611554400,1/24/2021
268156,Tornado Tournament #2,8,1611525600,1611549000,1/24/2021
267519,Sky’s the Limit #1,18,1611525000,1611525660,1/24/2021
267985,Abierto OnLag #21,42,1611522900,1611539160,1/24/2021
266619,Super Smash Tournament at The eSports Cave 1/24,12,1611522000,1611529200,1/24/2021
267514,Jsime's club #10,20,1611522000,1611532800,1/24/2021
267133,Holic Cord Doubles,10,1611522000,1611550800,1/24/2021
268206,TVSeries | Sunday 1/24/21 | Season 9 Ep.71,87,1611522000,1611548640,1/24/2021
268251,BDC Revival 17 (Season 2),19,1611522000,1611529200,1/24/2021
266943,Smashin'@Bastion Wifi #26,8,1611522000,1611561540,1/24/2021
268172,Coliseo Smash: Online Warriors #14,52,1611522000,1611543120,1/24/2021
267434,Smashing With the Bros VII,25,1611518400,1611534600,1/24/2021
267376,Best of the Worst Tourney,4,1611518400,1611547200,1/24/2021
268196,Snowy Smash ´Stravagnza #5: Gettin Back Into the Swing of Things,16,1611516600,1611525600,1/24/2021
266762,SSBS Online Season 2 Week 1,30,1611516600,1611547200,1/24/2021
272369,MonadelAstillero,25,1611516300,1611545400,1/24/2021
267897,Mi Team Saga - MPR #25,11,1611514860,1611541740,1/24/2021
267977,$10 The Smash Plaza: Tournament Arc S8,91,1611514800,1611550740,1/24/2021
266302,Metal Meri's Monthly #5,8,1611514800,1611532800,1/24/2021
267603,Battle of the MVPs 4,55,1611514800,1611540000,1/24/2021
268265,PMT's Ultimate tournament #23,11,1611511380,1611554580,1/24/2021
